ID,CLIENT_ID,ACCOUNT_ID,PRODUCT_ID,CHANNEL_ID,SECTOR_ID,AMOUNT,CURRENCY,DATE_TIME,TRANSACTION_TYPE
T07294,CL0035,AC01,P05,CH03,BK07,2748536.13,USD,2023-09-24T07:47:04,Withdrawal
T07295,CL0048,AC08,P10,CH02,BK02,-315706.72,USD,2023-09-24T07:56:49,Transfer
T07296,CL0163,AC01,P01,CH02,BK01,2658492.29,USD,2023-09-24T08:13:56,Deposit
T07297,CL0047,AC08,P09,CH01,BK04,-346849.75,USD,2023-09-24T10:49:23,Mobile Transfer
T07298,CL0119,AC02,P06,CH04,BK05,-639753.41,USD,2023-09-24T11:08:23,Interest Payment
T07299,CL0092,AC01,P10,CH06,BK04,2463840.54,USD,2023-09-24T11:56:31,Withdrawal
T07300,CL0181,AC07,P04,CH02,BK01,63640.83,USD,2023-09-24T14:10:13,Commission Charge
T07301,CL0141,AC02,P10,CH06,BK06,-880133.54,USD,2023-09-24T15:44:10,Card Payment
T07302,CL0242,AC03,P01,CH01,BK01,432738.83,USD,2023-09-24T16:13:55,Card Payment
T07303,CL0143,AC08,P04,CH05,BK04,-379956.96,USD,2023-09-24T18:25:24,Loan Payment
T07304,CL0173,AC06,P11,CH05,BK01,-1268435.32,USD,2023-09-24T20:15:00,Commission Charge
T07305,CL0009,AC03,P04,CH04,BK05,592409.27,USD,2023-09-24T20:19:37,Commission Charge
T07306,CL0184,AC04,P07,CH06,BK02,509802.54,USD,2023-09-24T20:30:55,Interest Payment
T07307,CL0153,AC02,P04,CH06,BK01,-795567.26,USD,2023-09-24T21:59:46,Foreign Exchange
T07308,CL0048,AC06,P05,CH06,BK05,-1211996.53,USD,2023-09-24T22:04:34,Interest Payment
T07309,CL0039,AC03,P09,CH04,BK06,496923.7,USD,2023-09-25T00:17:03,Loan Payment
T07310,CL0070,AC03,P11,CH03,BK01,570440.45,USD,2023-09-25T00:17:26,Transfer
T07311,CL0250,AC04,P10,CH01,BK02,555367.53,USD,2023-09-25T00:34:37,Loan Payment
T07312,CL0052,AC05,P09,CH01,BK01,223123.88,USD,2023-09-25T00:41:09,Withdrawal
T07313,CL0205,AC03,P02,CH06,BK01,603598.92,USD,2023-09-25T02:33:54,Deposit
T07314,CL0231,AC01,P10,CH02,BK02,3521498.48,USD,2023-09-25T02:33:58,Card Payment
T07315,CL0182,AC01,P04,CH02,BK07,3530154.75,USD,2023-09-25T03:03:34,ATM Withdrawal
T07316,CL0081,AC05,P10,CH03,BK02,178207.37,USD,2023-09-25T03:20:32,Withdrawal
T07317,CL0168,AC03,P08,CH04,BK07,581059.16,USD,2023-09-25T03:56:42,Deposit
T07318,CL0134,AC01,P06,CH03,BK07,2617007.23,USD,2023-09-25T05:27:44,ATM Withdrawal
T07319,CL0039,AC07,P02,CH02,BK02,64416.21,USD,2023-09-25T05:38:19,Interest Payment
T07320,CL0122,AC08,P03,CH02,BK06,-260925.41,USD,2023-09-25T06:05:03,Foreign Exchange
T07321,CL0067,AC06,P03,CH01,BK06,-1190110.77,USD,2023-09-25T09:36:05,Commission Charge
T07322,CL0027,AC03,P01,CH04,BK05,583680.63,USD,2023-09-25T10:21:15,Foreign Exchange
T07323,CL0128,AC05,P10,CH02,BK03,179955.39,USD,2023-09-25T11:02:46,Loan Payment
T07324,CL0109,AC07,P04,CH02,BK06,51070.24,USD,2023-09-25T11:15:27,Mobile Transfer
T07325,CL0013,AC02,P08,CH06,BK01,-606543.29,USD,2023-09-25T11:38:38,Loan Payment
T07326,CL0118,AC01,P09,CH01,BK01,2186832.18,USD,2023-09-25T11:46:03,Card Payment
T07327,CL0054,AC08,P11,CH04,BK01,-346666.45,USD,2023-09-25T13:28:40,Withdrawal
T07328,CL0153,AC07,P08,CH05,BK01,51443.59,USD,2023-09-25T16:31:05,Loan Payment
T07329,CL0188,AC01,P04,CH04,BK04,3039625.06,USD,2023-09-25T20:26:58,Card Payment
T07330,CL0189,AC06,P10,CH01,BK05,-1378351.49,USD,2023-09-25T20:47:47,Foreign Exchange
T07331,CL0108,AC06,P05,CH01,BK06,-1110454.44,USD,2023-09-25T21:40:36,Commission Charge
T07332,CL0207,AC02,P10,CH02,BK04,-605821.33,USD,2023-09-25T21:49:45,ATM Withdrawal
T07333,CL0061,AC06,P11,CH01,BK02,-1001126.16,USD,2023-09-25T22:22:45,Foreign Exchange
T07334,CL0066,AC01,P02,CH01,BK03,2606301.73,USD,2023-09-25T22:27:03,Transfer
T07335,CL0217,AC03,P10,CH02,BK01,581078.21,USD,2023-09-25T23:03:38,Interest Payment
T07336,CL0090,AC03,P08,CH02,BK05,459210.02,USD,2023-09-25T23:52:41,Mobile Transfer
T07337,CL0167,AC07,P06,CH06,BK05,43445.91,USD,2023-09-26T00:40:16,Transfer
T07338,CL0110,AC07,P11,CH04,BK04,60683.32,USD,2023-09-26T02:21:45,Withdrawal
T07339,CL0002,AC04,P11,CH06,BK01,741721.93,USD,2023-09-26T02:49:57,Commission Charge
T07340,CL0199,AC07,P01,CH04,BK04,48887.54,USD,2023-09-26T04:49:24,Loan Payment
T07341,CL0074,AC01,P06,CH02,BK03,2332579.2,USD,2023-09-26T05:48:46,Transfer
T07342,CL0220,AC04,P11,CH04,BK05,536614.22,USD,2023-09-26T06:23:54,Card Payment
T07343,CL0056,AC04,P09,CH01,BK03,504026.04,USD,2023-09-26T06:34:42,Commission Charge
T07344,CL0026,AC06,P09,CH04,BK01,-1475498.82,USD,2023-09-26T07:22:54,Withdrawal
T07345,CL0028,AC08,P02,CH03,BK01,-328824.49,USD,2023-09-26T08:07:56,Withdrawal
T07346,CL0094,AC06,P03,CH03,BK02,-1378210.29,USD,2023-09-26T08:35:58,Commission Charge
T07347,CL0181,AC07,P01,CH05,BK01,59533.58,USD,2023-09-26T08:47:39,Transfer
T07348,CL0222,AC05,P11,CH05,BK03,182079.92,USD,2023-09-26T10:02:05,Deposit
T07349,CL0140,AC06,P02,CH05,BK06,-1124676.51,USD,2023-09-26T10:10:26,Foreign Exchange
T07350,CL0108,AC04,P02,CH03,BK06,646686.54,USD,2023-09-26T10:34:51,Foreign Exchange
T07351,CL0072,AC06,P07,CH03,BK01,-945376.44,USD,2023-09-26T11:17:41,Foreign Exchange
T07352,CL0244,AC06,P02,CH06,BK03,-1442195.46,USD,2023-09-26T12:30:38,Mobile Transfer
T07353,CL0096,AC05,P05,CH01,BK05,188536.23,USD,2023-09-26T13:34:46,Withdrawal
T07354,CL0025,AC03,P04,CH06,BK01,485979.16,USD,2023-09-26T16:58:30,Mobile Transfer
T07355,CL0047,AC01,P01,CH03,BK05,2984666.91,USD,2023-09-26T19:54:52,Withdrawal
T07356,CL0114,AC07,P06,CH03,BK05,72181.38,USD,2023-09-26T19:59:11,Interest Payment
T07357,CL0160,AC03,P04,CH06,BK02,647419.19,USD,2023-09-26T20:16:47,Loan Payment
T07358,CL0220,AC05,P06,CH03,BK02,231106.06,USD,2023-09-26T20:48:06,Foreign Exchange
T07359,CL0222,AC03,P01,CH06,BK01,538033.23,USD,2023-09-26T20:49:41,Foreign Exchange
T07360,CL0055,AC04,P10,CH02,BK06,515187.23,USD,2023-09-26T22:40:11,Card Payment
T07361,CL0077,AC08,P09,CH04,BK03,-347125.67,USD,2023-09-26T23:13:11,Interest Payment
T07362,CL0022,AC04,P05,CH06,BK07,484389.61,USD,2023-09-26T23:22:09,Interest Payment
T07363,CL0098,AC03,P05,CH06,BK03,474285.46,USD,2023-09-26T23:31:41,Transfer
T07364,CL0040,AC07,P07,CH03,BK06,43392.83,USD,2023-09-27T00:53:11,Card Payment
T07365,CL0150,AC03,P11,CH05,BK03,633771.37,USD,2023-09-27T01:17:20,Interest Payment
T07366,CL0171,AC04,P09,CH03,BK05,578837.33,USD,2023-09-27T01:46:33,Transfer
T07367,CL0195,AC02,P04,CH06,BK04,-673929.34,USD,2023-09-27T01:48:34,Interest Payment
T07368,CL0158,AC05,P08,CH04,BK05,234340.91,USD,2023-09-27T02:05:22,Card Payment
T07369,CL0223,AC01,P02,CH02,BK03,2625747.13,USD,2023-09-27T02:47:30,Foreign Exchange
T07370,CL0132,AC02,P11,CH06,BK02,-640464.13,USD,2023-09-27T04:34:12,ATM Withdrawal
T07371,CL0161,AC01,P02,CH01,BK01,3088800.87,USD,2023-09-27T04:40:36,Card Payment
T07372,CL0047,AC03,P02,CH04,BK05,427108.87,USD,2023-09-27T05:31:41,Foreign Exchange
T07373,CL0189,AC08,P03,CH03,BK07,-310987.15,USD,2023-09-27T05:32:06,Transfer
T07374,CL0006,AC04,P07,CH02,BK02,663441.95,USD,2023-09-27T06:24:04,Foreign Exchange
T07375,CL0233,AC04,P01,CH02,BK02,564151.06,USD,2023-09-27T07:58:24,Card Payment
T07376,CL0229,AC02,P09,CH01,BK03,-723442.45,USD,2023-09-27T08:11:38,Commission Charge
T07377,CL0097,AC03,P10,CH06,BK04,508428.56,USD,2023-09-27T08:21:48,Mobile Transfer
T07378,CL0180,AC02,P02,CH02,BK03,-838403.04,USD,2023-09-27T08:24:08,Transfer
T07379,CL0199,AC06,P01,CH06,BK02,-1227499.63,USD,2023-09-27T09:05:01,Foreign Exchange
T07380,CL0208,AC06,P07,CH01,BK04,-1214965.5,USD,2023-09-27T09:22:56,Mobile Transfer
T07381,CL0093,AC01,P05,CH06,BK05,2298556.55,USD,2023-09-27T09:56:30,Mobile Transfer
T07382,CL0009,AC05,P10,CH05,BK02,194025,USD,2023-09-27T09:57:04,Card Payment
T07383,CL0170,AC08,P04,CH05,BK01,-360524.16,USD,2023-09-27T12:18:48,Loan Payment
T07384,CL0204,AC05,P01,CH03,BK07,211081.3,USD,2023-09-27T12:30:42,Card Payment
T07385,CL0125,AC01,P06,CH05,BK05,3004690.33,USD,2023-09-27T13:07:04,Interest Payment
T07386,CL0062,AC06,P01,CH05,BK04,-921767.28,USD,2023-09-27T13:28:31,Transfer
T07387,CL0163,AC01,P10,CH01,BK04,2559377.44,USD,2023-09-27T14:54:56,Loan Payment
T07388,CL0140,AC05,P10,CH02,BK01,170510.72,USD,2023-09-27T15:10:54,Interest Payment
T07389,CL0199,AC01,P04,CH06,BK07,2822131.61,USD,2023-09-27T15:21:31,Mobile Transfer
T07390,CL0027,AC04,P03,CH05,BK04,760567.13,USD,2023-09-27T15:49:43,Loan Payment
T07391,CL0142,AC05,P09,CH04,BK03,222266.31,USD,2023-09-27T16:08:02,Deposit
T07392,CL0013,AC05,P09,CH04,BK06,262348.09,USD,2023-09-27T16:14:32,Mobile Transfer
T07393,CL0234,AC03,P06,CH03,BK01,423635.9,USD,2023-09-27T16:16:06,Withdrawal
T07394,CL0109,AC02,P07,CH01,BK02,-760840.23,USD,2023-09-27T17:15:22,ATM Withdrawal
T07395,CL0227,AC04,P08,CH03,BK04,613524.35,USD,2023-09-27T17:48:10,Interest Payment
T07396,CL0147,AC07,P01,CH03,BK04,43416.09,USD,2023-09-27T18:28:47,Foreign Exchange
T07397,CL0223,AC03,P06,CH06,BK01,526207.49,USD,2023-09-27T21:11:22,Commission Charge
T07398,CL0239,AC02,P04,CH05,BK02,-628171.56,USD,2023-09-27T21:29:00,Mobile Transfer
T07399,CL0055,AC07,P09,CH03,BK06,51842.95,USD,2023-09-27T21:53:59,Interest Payment
T07400,CL0025,AC01,P01,CH02,BK01,3282013.27,USD,2023-09-27T22:32:16,Transfer
T07401,CL0085,AC04,P08,CH06,BK01,774126.26,USD,2023-09-27T23:29:38,ATM Withdrawal
T07402,CL0235,AC01,P09,CH01,BK05,3492831.42,USD,2023-09-28T00:32:31,Transfer
T07403,CL0164,AC04,P03,CH02,BK06,731789.38,USD,2023-09-28T01:23:59,Transfer
T07404,CL0160,AC07,P11,CH04,BK03,51502.78,USD,2023-09-28T01:31:56,Withdrawal
T07405,CL0167,AC06,P06,CH06,BK06,-982599.5,USD,2023-09-28T02:10:41,Card Payment
T07406,CL0170,AC05,P04,CH04,BK07,258499.7,USD,2023-09-28T02:23:53,Deposit
T07407,CL0083,AC02,P03,CH04,BK02,-654954.72,USD,2023-09-28T02:24:13,Commission Charge
T07408,CL0143,AC02,P07,CH03,BK04,-873453.96,USD,2023-09-28T03:07:37,Mobile Transfer
T07409,CL0015,AC01,P03,CH03,BK06,2755470.64,USD,2023-09-28T03:35:31,Transfer
T07410,CL0119,AC01,P08,CH04,BK03,3408376.11,USD,2023-09-28T03:36:45,Deposit
T07411,CL0060,AC03,P03,CH04,BK01,683224.04,USD,2023-09-28T05:07:56,Withdrawal
T07412,CL0011,AC08,P07,CH03,BK07,-263722.62,USD,2023-09-28T06:45:18,ATM Withdrawal
T07413,CL0111,AC08,P05,CH01,BK05,-316335.49,USD,2023-09-28T07:15:39,Mobile Transfer
T07414,CL0085,AC03,P09,CH01,BK07,675360.46,USD,2023-09-28T07:22:29,ATM Withdrawal
T07415,CL0246,AC06,P07,CH02,BK04,-1439263.45,USD,2023-09-28T07:46:01,Card Payment
T07416,CL0247,AC07,P03,CH05,BK05,61243.39,USD,2023-09-28T07:48:26,Withdrawal
T07417,CL0008,AC04,P07,CH04,BK05,676030.32,USD,2023-09-28T08:42:57,Interest Payment
T07418,CL0178,AC03,P09,CH03,BK05,570784.51,USD,2023-09-28T08:58:28,ATM Withdrawal
T07419,CL0179,AC01,P06,CH03,BK05,3323215.64,USD,2023-09-28T09:17:11,Withdrawal
T07420,CL0155,AC03,P02,CH02,BK07,446639.7,USD,2023-09-28T09:25:17,Transfer
T07421,CL0083,AC04,P03,CH02,BK06,782129.75,USD,2023-09-28T11:19:25,Card Payment
T07422,CL0166,AC04,P11,CH05,BK06,657993.14,USD,2023-09-28T11:31:56,Transfer
T07423,CL0027,AC06,P07,CH06,BK01,-1205958.18,USD,2023-09-28T13:36:48,Transfer
T07424,CL0008,AC02,P03,CH05,BK03,-688542.58,USD,2023-09-28T15:22:36,Card Payment
T07425,CL0073,AC02,P05,CH06,BK03,-765214.66,USD,2023-09-28T15:37:37,Card Payment
T07426,CL0197,AC02,P02,CH04,BK07,-945523.93,USD,2023-09-28T16:00:18,Deposit
T07427,CL0097,AC05,P01,CH06,BK03,227855.73,USD,2023-09-28T16:26:35,Commission Charge
T07428,CL0228,AC08,P01,CH02,BK07,-388365.16,USD,2023-09-28T16:26:59,ATM Withdrawal
T07429,CL0045,AC08,P11,CH04,BK01,-397373.97,USD,2023-09-28T16:51:16,Card Payment
T07430,CL0192,AC08,P11,CH04,BK06,-281087.7,USD,2023-09-28T17:31:04,Transfer
T07431,CL0185,AC01,P07,CH06,BK01,3452865.83,USD,2023-09-28T17:44:57,Foreign Exchange
T07432,CL0057,AC06,P01,CH03,BK07,-1176864.79,USD,2023-09-28T18:16:09,Loan Payment
T07433,CL0070,AC06,P02,CH02,BK07,-930465.63,USD,2023-09-28T18:22:09,Interest Payment
T07434,CL0230,AC07,P10,CH06,BK04,70491.06,USD,2023-09-28T19:54:07,Commission Charge
T07435,CL0244,AC06,P07,CH03,BK07,-1047979.28,USD,2023-09-28T20:01:53,Transfer
T07436,CL0193,AC05,P02,CH03,BK05,254419.23,USD,2023-09-28T21:17:44,Commission Charge
T07437,CL0168,AC03,P06,CH05,BK03,607877.77,USD,2023-09-28T21:24:30,Commission Charge
T07438,CL0174,AC07,P03,CH04,BK02,50431.64,USD,2023-09-28T22:09:17,Withdrawal
T07439,CL0014,AC02,P04,CH01,BK02,-779843.09,USD,2023-09-28T22:23:45,Deposit
T07440,CL0165,AC05,P05,CH01,BK03,225701.5,USD,2023-09-28T23:23:34,Interest Payment
T07441,CL0099,AC07,P01,CH01,BK02,63137.95,USD,2023-10-01T00:06:54,Foreign Exchange
T07442,CL0213,AC08,P05,CH03,BK04,-325571,USD,2023-10-01T03:11:02,Loan Payment
T07443,CL0022,AC03,P01,CH05,BK03,585616.69,USD,2023-10-01T03:47:41,Transfer
T07444,CL0053,AC05,P07,CH04,BK06,182091.26,USD,2023-10-01T03:58:19,Loan Payment
T07445,CL0004,AC04,P11,CH05,BK04,520061.57,USD,2023-10-01T04:44:16,Interest Payment
T07446,CL0097,AC03,P05,CH01,BK02,537660.32,USD,2023-10-01T06:17:33,Mobile Transfer
T07447,CL0098,AC01,P01,CH03,BK02,2907170.03,USD,2023-10-01T06:53:26,Loan Payment
T07448,CL0068,AC03,P04,CH05,BK06,512790.58,USD,2023-10-01T07:48:13,Withdrawal
T07449,CL0055,AC08,P03,CH05,BK06,-267156.34,USD,2023-10-01T07:48:33,Mobile Transfer
T07450,CL0050,AC02,P07,CH02,BK05,-710907.7,USD,2023-10-01T08:05:40,ATM Withdrawal
T07451,CL0128,AC03,P06,CH05,BK02,454172.36,USD,2023-10-01T09:38:56,Mobile Transfer
T07452,CL0080,AC05,P02,CH03,BK05,210510.31,USD,2023-10-01T10:35:17,Foreign Exchange
T07453,CL0103,AC05,P07,CH02,BK03,233476.09,USD,2023-10-01T11:57:47,Foreign Exchange
T07454,CL0093,AC02,P03,CH03,BK01,-795266.11,USD,2023-10-01T12:40:17,ATM Withdrawal
T07455,CL0104,AC05,P07,CH06,BK06,229233.44,USD,2023-10-01T12:48:18,Transfer
T07456,CL0115,AC03,P09,CH03,BK01,594827.02,USD,2023-10-01T15:37:28,Loan Payment
T07457,CL0187,AC08,P07,CH04,BK03,-250090.65,USD,2023-10-01T19:11:05,Withdrawal
T07458,CL0231,AC06,P06,CH04,BK06,-1103263.02,USD,2023-10-01T20:39:07,Loan Payment
T07459,CL0197,AC04,P05,CH06,BK01,540012.32,USD,2023-10-01T20:49:40,Foreign Exchange
T07460,CL0014,AC08,P05,CH02,BK01,-400090.05,USD,2023-10-01T20:53:42,Mobile Transfer
T07461,CL0194,AC01,P07,CH03,BK07,2224844.22,USD,2023-10-01T20:58:24,ATM Withdrawal
T07462,CL0058,AC07,P02,CH03,BK05,59502.29,USD,2023-10-01T21:13:45,Card Payment
T07463,CL0107,AC01,P01,CH04,BK01,2361997.64,USD,2023-10-02T00:18:40,Mobile Transfer
T07464,CL0180,AC05,P04,CH01,BK01,173575.26,USD,2023-10-02T00:20:39,Interest Payment
T07465,CL0208,AC01,P01,CH04,BK01,2964838.31,USD,2023-10-02T01:28:44,Deposit
T07466,CL0078,AC04,P11,CH03,BK05,658731.83,USD,2023-10-02T01:52:35,Withdrawal
T07467,CL0089,AC08,P04,CH03,BK06,-400438.51,USD,2023-10-02T02:34:37,Withdrawal
T07468,CL0173,AC07,P03,CH02,BK01,48225.91,USD,2023-10-02T02:50:03,Interest Payment
T07469,CL0123,AC04,P06,CH06,BK03,779920.49,USD,2023-10-02T03:06:19,Transfer
T07470,CL0159,AC05,P10,CH05,BK06,221148.36,USD,2023-10-02T03:15:04,Deposit
T07471,CL0181,AC02,P10,CH04,BK04,-744370.4,USD,2023-10-02T03:24:43,Card Payment
T07472,CL0186,AC03,P10,CH04,BK01,465165.03,USD,2023-10-02T03:35:52,Commission Charge
T07473,CL0042,AC06,P06,CH03,BK04,-1203239.85,USD,2023-10-02T03:41:55,Foreign Exchange
T07474,CL0027,AC01,P08,CH06,BK03,2703556.99,USD,2023-10-02T03:44:12,Deposit
T07475,CL0144,AC04,P11,CH02,BK02,485868.33,USD,2023-10-02T03:51:29,Deposit
T07476,CL0092,AC08,P09,CH06,BK05,-355728.67,USD,2023-10-02T04:36:31,Loan Payment
T07477,CL0045,AC07,P03,CH06,BK01,67104.85,USD,2023-10-02T04:45:19,Mobile Transfer
T07478,CL0070,AC06,P11,CH04,BK06,-1313062.63,USD,2023-10-02T09:06:44,Loan Payment
T07479,CL0212,AC03,P09,CH06,BK06,589843.42,USD,2023-10-02T09:12:39,Foreign Exchange
T07480,CL0034,AC03,P10,CH04,BK04,670750.05,USD,2023-10-02T10:37:42,Commission Charge
T07481,CL0099,AC03,P07,CH01,BK03,655924.25,USD,2023-10-02T11:50:00,Commission Charge
T07482,CL0202,AC08,P02,CH03,BK06,-298924.22,USD,2023-10-02T12:13:46,Withdrawal
T07483,CL0113,AC08,P10,CH05,BK03,-255220.08,USD,2023-10-02T15:09:22,Loan Payment
T07484,CL0044,AC07,P01,CH01,BK03,67780.45,USD,2023-10-02T15:28:40,Transfer
T07485,CL0093,AC04,P07,CH02,BK02,640350.43,USD,2023-10-02T16:05:31,Transfer
T07486,CL0221,AC07,P04,CH02,BK05,61645.85,USD,2023-10-02T16:42:27,Commission Charge
T07487,CL0082,AC08,P11,CH01,BK04,-365066.72,USD,2023-10-02T17:10:09,Deposit
T07488,CL0139,AC05,P04,CH05,BK01,172474.73,USD,2023-10-02T17:55:54,Foreign Exchange
T07489,CL0198,AC08,P04,CH03,BK02,-347685.66,USD,2023-10-02T17:56:35,Transfer
T07490,CL0076,AC04,P11,CH02,BK04,762470.39,USD,2023-10-02T18:58:02,ATM Withdrawal
T07491,CL0024,AC06,P09,CH01,BK05,-1092430.36,USD,2023-10-02T20:14:29,Deposit
T07492,CL0035,AC05,P09,CH05,BK03,222618.28,USD,2023-10-02T20:43:00,Loan Payment
T07493,CL0032,AC01,P05,CH04,BK03,3260014.83,USD,2023-10-02T20:43:47,Deposit
T07494,CL0207,AC07,P09,CH02,BK03,58244.21,USD,2023-10-02T22:43:55,ATM Withdrawal
T07495,CL0124,AC01,P08,CH06,BK02,3038569.83,USD,2023-10-02T23:13:37,Interest Payment
T07496,CL0168,AC02,P11,CH04,BK01,-732609.25,USD,2023-10-02T23:36:17,Foreign Exchange
T07497,CL0204,AC06,P02,CH03,BK01,-1431468.79,USD,2023-10-03T01:05:14,Mobile Transfer
T07498,CL0245,AC07,P09,CH01,BK02,67425.84,USD,2023-10-03T01:22:41,Withdrawal
T07499,CL0209,AC01,P09,CH01,BK04,2781129.41,USD,2023-10-03T01:46:58,Interest Payment
T07500,CL0142,AC01,P11,CH06,BK06,3339251.44,USD,2023-10-03T02:55:49,Withdrawal
T07501,CL0240,AC02,P01,CH02,BK04,-664048.37,USD,2023-10-03T03:02:38,Mobile Transfer
T07502,CL0010,AC03,P11,CH06,BK04,533217.23,USD,2023-10-03T03:35:36,Commission Charge
T07503,CL0248,AC04,P09,CH02,BK07,525757.49,USD,2023-10-03T04:23:47,Transfer
T07504,CL0040,AC02,P06,CH05,BK04,-604862.98,USD,2023-10-03T04:44:30,Withdrawal
T07505,CL0142,AC02,P11,CH03,BK01,-806457.73,USD,2023-10-03T05:06:09,Commission Charge
T07506,CL0208,AC04,P06,CH05,BK04,528101.59,USD,2023-10-03T06:31:40,Card Payment
T07507,CL0183,AC08,P10,CH06,BK02,-370805.75,USD,2023-10-03T06:57:13,Commission Charge
T07508,CL0080,AC02,P06,CH05,BK05,-639640.9,USD,2023-10-03T07:06:24,Foreign Exchange
T07509,CL0055,AC02,P07,CH05,BK03,-654901.02,USD,2023-10-03T08:46:16,Withdrawal
T07510,CL0041,AC02,P06,CH02,BK05,-902557.84,USD,2023-10-03T09:09:51,Commission Charge
T07511,CL0099,AC01,P05,CH05,BK01,3199123.43,USD,2023-10-03T09:43:16,Transfer
T07512,CL0165,AC07,P05,CH01,BK07,54861.8,USD,2023-10-03T10:22:17,Deposit
T07513,CL0182,AC03,P09,CH06,BK07,589698.43,USD,2023-10-03T10:53:09,Loan Payment
T07514,CL0172,AC06,P06,CH06,BK05,-1232086.01,USD,2023-10-03T12:40:24,Deposit
T07515,CL0160,AC05,P07,CH02,BK03,253959.32,USD,2023-10-03T13:47:14,Loan Payment
T07516,CL0195,AC08,P04,CH05,BK01,-337521.75,USD,2023-10-03T14:58:20,Interest Payment
T07517,CL0068,AC08,P10,CH04,BK03,-298642.4,USD,2023-10-03T15:09:30,Mobile Transfer
T07518,CL0120,AC07,P01,CH03,BK04,60597.11,USD,2023-10-03T17:20:03,Foreign Exchange
T07519,CL0219,AC07,P06,CH03,BK02,67679.33,USD,2023-10-03T17:49:33,Withdrawal
T07520,CL0185,AC05,P04,CH04,BK06,227781.01,USD,2023-10-03T20:18:29,Mobile Transfer
T07521,CL0032,AC03,P10,CH04,BK04,505460.9,USD,2023-10-03T21:12:58,Mobile Transfer
T07522,CL0052,AC06,P06,CH02,BK07,-1494425.6,USD,2023-10-03T21:18:18,Loan Payment
T07523,CL0041,AC01,P11,CH03,BK02,2436995.79,USD,2023-10-03T23:33:27,Loan Payment
T07524,CL0169,AC04,P02,CH05,BK07,608529.07,USD,2023-10-03T23:41:09,ATM Withdrawal
T07525,CL0074,AC04,P02,CH04,BK01,600880.65,USD,2023-10-03T23:47:33,ATM Withdrawal
T07526,CL0054,AC06,P09,CH03,BK06,-1495992.69,USD,2023-10-04T01:20:03,Withdrawal
T07527,CL0223,AC05,P07,CH03,BK03,215817.06,USD,2023-10-04T04:40:07,Transfer
T07528,CL0095,AC03,P11,CH05,BK04,428800.79,USD,2023-10-04T05:21:48,Mobile Transfer
T07529,CL0091,AC07,P08,CH01,BK06,63085.18,USD,2023-10-04T08:28:55,Loan Payment
T07530,CL0001,AC01,P09,CH06,BK04,2826434.56,USD,2023-10-04T08:49:03,Deposit
T07531,CL0228,AC01,P05,CH06,BK05,3107921.85,USD,2023-10-04T11:01:09,Mobile Transfer
T07532,CL0089,AC02,P01,CH04,BK07,-811916.28,USD,2023-10-04T12:36:18,Interest Payment
T07533,CL0012,AC07,P01,CH01,BK02,48883.3,USD,2023-10-04T13:12:15,Loan Payment
T07534,CL0068,AC08,P07,CH01,BK06,-289317.88,USD,2023-10-04T14:08:55,Foreign Exchange
T07535,CL0225,AC03,P06,CH05,BK07,515975.5,USD,2023-10-04T15:22:50,Deposit
T07536,CL0211,AC04,P11,CH01,BK02,579787.26,USD,2023-10-04T15:27:31,Withdrawal
T07537,CL0157,AC03,P02,CH06,BK03,542764.78,USD,2023-10-04T16:22:49,Card Payment
T07538,CL0247,AC04,P04,CH06,BK05,623293.26,USD,2023-10-04T16:32:07,Deposit
T07539,CL0147,AC04,P10,CH05,BK02,614761.71,USD,2023-10-04T17:26:45,Mobile Transfer
T07540,CL0086,AC06,P06,CH06,BK04,-1211939.71,USD,2023-10-04T18:02:49,Transfer
T07541,CL0237,AC02,P03,CH06,BK04,-697646.88,USD,2023-10-04T18:04:44,Interest Payment
T07542,CL0185,AC06,P05,CH03,BK01,-1306006.22,USD,2023-10-04T19:45:22,Commission Charge
T07543,CL0214,AC04,P05,CH05,BK02,525707.13,USD,2023-10-04T19:51:37,Interest Payment
T07544,CL0152,AC03,P08,CH06,BK06,589159.6,USD,2023-10-04T20:12:28,Interest Payment
T07545,CL0019,AC04,P04,CH02,BK07,483265.32,USD,2023-10-04T20:47:46,Withdrawal
T07546,CL0131,AC08,P04,CH04,BK07,-385254.77,USD,2023-10-04T21:01:13,Commission Charge
T07547,CL0167,AC03,P01,CH01,BK04,599525.94,USD,2023-10-04T21:09:26,ATM Withdrawal
T07548,CL0150,AC02,P03,CH04,BK01,-901763.51,USD,2023-10-04T22:00:10,Mobile Transfer
T07549,CL0025,AC07,P05,CH02,BK04,57122.46,USD,2023-10-04T22:06:52,Commission Charge
T07550,CL0219,AC04,P02,CH01,BK05,481013.85,USD,2023-10-04T22:09:15,Foreign Exchange
T07551,CL0121,AC05,P04,CH04,BK01,218141.11,USD,2023-10-04T22:33:24,Loan Payment
T07552,CL0091,AC08,P07,CH02,BK03,-326952.13,USD,2023-10-04T22:36:39,Withdrawal
T07553,CL0224,AC01,P07,CH01,BK04,2839791.67,USD,2023-10-05T00:03:23,Withdrawal
T07554,CL0045,AC02,P06,CH02,BK03,-703943.73,USD,2023-10-05T00:05:48,Deposit
T07555,CL0105,AC08,P09,CH02,BK02,-384582.17,USD,2023-10-05T00:13:35,Deposit
T07556,CL0244,AC02,P07,CH02,BK03,-930302.61,USD,2023-10-05T00:16:12,Interest Payment
